ax,ay,az,gx,gy,gz,label
1.081543,-0.01318359,-0.03344727,0.3435115,1.656489,0.9923664,0,0
1.081543,-0.009277344,-0.03540039,0.4122138,1.610687,1.290076,0,0
1.081299,0.06152344,-1.437256,146.9924,116.9466,-250.1374,0,10
1.080811,-0.02563477,-0.0715332,0.2137404,7.564886,3.206107,0,10
1.080811,-0.01342773,-0.03100586,0.3587786,1.549618,1.152672,0,0
1.080811,0.004150391,-0.03833008,0.351145,1.557252,1.0,0,0
1.080566,-0.005859375,-0.03149414,0.2213741,1.70229,0.9770992,0,0
1.080322,-0.008544922,-0.03442383,0.259542,1.709924,0.8167939,0,0
1.080322,-0.0078125,-0.02978516,0.351145,1.541985,1.068702,0,0
1.080078,-0.0078125,-0.03955078,0.1908397,1.641221,1.229008,0,0
1.080078,-0.007324219,-0.046875,0.351145,1.801527,1.129771,0,0
1.079834,0.0007324219,-0.03369141,0.4503817,1.671756,1.351145,0,0
1.07959,0.1906738,-1.451172,30.44275,-18.99237,21.0458,0,1
1.07959,-0.1364746,-0.09643555,13.69466,93.99236,-12.93893,0,1
1.07959,-0.01123047,-0.04443359,0.2366412,1.580153,1.022901,0,0
1.079346,-0.01171875,-0.04101563,0.3435115,1.656489,1.129771,0,0
1.079346,-0.01171875,-0.03198242,0.1832061,1.70229,0.8931297,0,0
1.079102,-0.01196289,-0.03222656,0.3282443,1.847328,0.9847328,0,1
1.079102,-0.009765625,-0.03320313,0.3816794,1.580153,0.9770992,0,0
1.079102,-0.006103516,-0.04760742,0.2671756,1.70229,0.8473283,0,0
1.079102,-0.004150391,-0.03076172,0.3129771,1.793893,1.038168,0,0
1.079102,0.0009765625,-0.03637695,0.3664122,1.717557,0.9160305,0,0
1.078857,-0.01147461,-0.0402832,0.3435115,1.679389,1.0,0,0
1.078857,-0.01025391,-0.0324707,0.2366412,1.725191,1.114504,0,0
1.078857,-0.009521484,-0.01098633,8.312977,2.458015,1.541985,0,1
1.078857,-0.007568359,-0.03588867,0.2519084,1.801527,1.122137,0,0
1.078857,-0.006103516,0.002685547,0.2290076,2.022901,1.10687,0,0
1.078857,-0.004394531,-0.02026367,0.1755725,1.442748,1.030534,0,0
1.078857,0.003173828,-0.02319336,0.4961832,1.78626,0.9847328,0,0
1.078613,-0.01000977,-0.03710938,0.3053435,1.641221,1.091603,0,0
1.078613,-0.004638672,-0.03710938,0.3587786,1.618321,0.9770992,0,0
1.078613,0.0,-0.0390625,0.3206107,1.755725,1.160305,0,0
1.078369,0.3181152,0.8742676,250.1298,48.91603,7.641222,0,10
1.078369,-0.01123047,-0.04370117,0.3206107,1.755725,0.9465649,0,0
1.078369,-0.009521484,-0.04467773,0.4198473,1.175573,1.137405,0,0
1.078369,-0.007568359,-0.05078125,0.2900764,1.641221,0.9541985,0,0
1.078369,-0.007324219,-0.03735352,0.1984733,1.694656,1.206107,0,1
1.078369,-0.003173828,-0.0534668,0.1221374,1.557252,1.053435,0,0
1.078369,-0.002685547,-0.03857422,0.5725191,1.801527,0.8854962,0,0
1.078125,-0.01513672,-0.04370117,0.389313,1.832061,1.274809,0,0
1.078125,-0.004394531,-0.04589844,0.3282443,1.80916,1.053435,0,0
1.077881,-0.01708984,-0.04394531,0.2977099,1.648855,0.9465649,0,0
1.077881,-0.01513672,-0.03100586,0.1145038,1.679389,0.8854962,0,0
1.077881,-0.01074219,-0.03735352,0.1374046,1.480916,0.961832,0,0
1.077881,-0.006347656,-0.03759766,0.3664122,1.961832,1.137405,0,1
1.077637,-0.5478516,-0.02441406,102.1527,-16.13741,-143.8473,0,10
1.077637,-0.008544922,-0.03979492,0.3816794,1.625954,1.236641,0,0
1.077637,-0.003173828,-0.04541016,0.2442748,1.641221,1.045802,0,0
1.077637,0.0,-0.0378418,0.1832061,1.694656,1.068702,0,0
1.077393,-0.01611328,-0.04907227,0.3664122,1.374046,1.183206,0,0
1.077393,-0.009277344,-0.04272461,0.2366412,1.740458,0.9847328,0
1.077393,-0.006835938,-0.03881836,0.2748091,1.923664,1.160305,0,0
1.077393,0.002197266,-0.05541992,0.2519084,1.641221,1.068702,0,0
1.077148,-0.01171875,-0.04077148,0.2519084,1.740458,1.129771,0,0
1.077148,-0.009521484,-0.04223633,0.1984733,1.656489,1.099237,0
1.077148,-0.005371094,-0.04638672,0.389313,1.709924,1.137405,0,0
1.077148,-0.005126953,-0.02856445,0.2977099,1.717557,1.099237,0,1
1.077148,-0.004882813,-0.04101563,0.2366412,1.648855,1.045802,0,0
1.077148,-0.00390625,-0.0402832,0.2977099,1.793893,1.145038,0,0
1.077148,-0.003173828,-0.03369141,0.1450382,1.656489,1.007634,0,0
1.076904,-0.1435547,-0.5966797,82.49619,14.44275,57.51145,0,1
1.076904,-0.1079102,0.8791504,-83.38931,67.23664,121.7786,0,10
1.076904,-0.008789063,-0.04516602,0.1679389,1.656489,0.9770992,0,0
1.076904,-0.008056641,-0.04199219,0.2213741,1.916031,0.9312977,0,0
1.07666,0.08666992,-0.5080566,141.1908,-70.85497,53.1145,0,1
1.07666,-0.02978516,-0.07958984,0.4045802,1.251908,0.9007633,0,10
1.07666,-0.01489258,-0.03881836,0.1603053,1.618321,1.091603,0
1.07666,-0.01367188,-0.04614258,0.4122138,1.732824,0.8854962,0,0
1.07666,-0.01123047,-0.03662109,0.351145,1.51145,1.145038,0,0
1.07666,-0.009277344,-0.03100586,0.480916,1.671756,1.099237,0,0
1.07666,-0.009033203,-0.03808594,0.1832061,1.572519,1.129771,0,0
1.07666,-0.009033203,-0.02783203,0.2977099,1.534351,0.9236641,0,0
1.07666,-0.0078125,-0.04052734,0.1145038,1.717557,1.091603,0,0
1.07666,-0.0078125,-0.03271484,0.3129771,1.748092,1.045802,0,0
1.07666,-0.006347656,-0.03662109,0.1755725,1.572519,1.030534,0,0
1.07666,-0.006347656,0.009521484,0.4045802,1.755725,0.8549618,0,0
1.07666,-0.006103516,-0.05322266,0.2137404,1.648855,0.9923664,0,0
1.07666,-0.006103516,-0.04174805,0.2442748,1.610687,1.053435,0,0
1.07666,-0.004150391,-0.03442383,0.2061069,1.916031,1.083969,0,0
1.07666,-0.003662109,-0.04516602,0.1984733,1.717557,1.038168,0,0
1.07666,-0.003173828,-0.0144043,0.3587786,1.412214,1.022901,0,0
1.076416,-0.009277344,-0.03979492,0.2519084,1.610687,1.076336,0,0
1.076416,-0.008544922,-0.0456543,0.351145,1.603053,1.091603,0,0
1.076416,-0.008544922,-0.03540039,0.2366412,1.801527,1.099237,0,0
1.076416,-0.008056641,-0.03662109,0.2671756,1.854962,0.8625955,0,0
1.076416,-0.0078125,-0.04150391,0.2290076,1.763359,1.022901,0,0
1.076416,-0.006835938,-0.03100586,0.3129771,1.572519,1.007634,0,0
1.076416,-0.006103516,-0.03540039,0.1603053,1.625954,0.961832,0,0
1.076416,-0.005126953,-0.0390625,0.3664122,1.694656,1.0,0,0
1.076416,-0.002197266,-0.03588867,0.2366412,1.610687,0.9160305,0,0
1.076416,0.0007324219,-0.04516602,0.2366412,1.687023,1.030534,0,0
1.076172,0.1755371,-0.002441406,131.2519,-56.68702,35.41985,0,1
1.076172,-0.02514648,-0.09692383,0.351145,1.793893,1.259542,0,10
1.076172,-0.01586914,-0.03808594,0.2290076,1.572519,1.114504,0,0
1.076172,-0.009521484,-0.0402832,0.3816794,1.641221,0.9923664,0,0
1.076172,-0.006835938,-0.04760742,0.351145,1.801527,1.076336,0,0
1.076172,-0.004638672,-0.04443359,0.3435115,1.854962,0.8625955,0,0
1.076172,-0.003417969,-0.03857422,0.2290076,1.80916,1.030534,0,1
1.076172,-0.0007324219,-0.03955078,0.3740458,1.709924,1.0,0,0
1.076172,0.0007324219,-0.03466797,0.4732824,1.572519,1.099237,0,0
1.075928,-0.02783203,-0.08203125,0.3358779,2.458015,1.358779,0,10
1.075928,-0.01123047,-0.02978516,0.3435115,1.610687,1.114504,0,0
1.075928,-0.01074219,-0.03271484,0.3587786,1.541985,1.221374,0,0
1.075928,0.009765625,-0.05371094,0.0610687,1.709924,0.9083969,0,0
1.075928,-0.008789063,-0.04077148,0.3435115,1.80916,1.030534,0,0
1.075928,-0.005126953,-0.04052734,0.3129771,1.816794,0.9083969,0
1.075928,-0.004394531,-0.04077148,0.2137404,1.679389,0.8854962,0,0
1.075928,-0.003173828,-0.03588867,0.2519084,1.503817,1.145038,0,0
1.075928,-0.0004882813,-0.03686523,0.3587786,1.557252,1.045802,0,1
1.075684,-0.2021484,0.7487793,-18.89313,64.34351,180.4809,0,10
1.075684,-0.01049805,-0.02978516,0.3282443,1.564886,0.9770992,0,0
1.075684,-0.008300781,-0.04833984,0.3053435,1.740458,1.0,0,0
1.075684,-0.008300781,-0.03515625,0.1984733,1.778626,0.961832,0,0
1.075684,-0.005371094,-0.04077148,0.1374046,1.603053,1.10687,0,0
1.075684,-0.00390625,-0.04711914,0.3740458,1.549618,0.8625955,0,0
1.075684,-0.003662109,-0.04003906,0.129771,1.572519,1.129771,0,0
1.075684,-0.002685547,-0.03613281,0.3664122,1.740458,0.9312977,0,0
1.075439,-0.01391602,-0.03125,0.0,1.80916,1.206107,0,0
1.075439,-0.01220703,-0.0324707,0.1374046,1.770992,1.030534,0,0
1.075439,-0.01098633,-0.03930664,0.4503817,1.687023,1.022901,0,0
1.075439,-0.009521484,-0.03808594,0.2519084,1.618321,1.083969,0,0
1.075439,-0.009277344,-0.02001953,0.1603053,1.816794,1.10687,0,1
1.075439,-0.009033203,-0.04345703,0.3740458,1.625954,1.045802,0,0
1.075439,-0.009033203,-0.03808594,0.3129771,1.641221,1.045802,0,1
1.075439,-0.006347656,-0.05249023,0.4732824,1.503817,0.9236641,0,0
1.075439,-0.005615234,-0.03662109,0.3816794,1.755725,0.9541985,0,0
1.075439,-0.004882813,-0.03442383,0.3587786,1.770992,0.832061,0,0
1.075439,-0.004394531,-0.03833008,0.2290076,1.671756,0.9160305,0,0
1.075439,0.00390625,-0.0390625,0.3053435,1.625954,1.068702,0
1.075439,-0.003662109,-0.05200195,0.129771,1.671756,1.167939,0,0
1.075439,-0.002929688,-0.04443359,0.4427481,1.671756,1.045802,0,0
1.075439,-0.002197266,-0.8762207,-84.32825,35.29771,-38.0458,0,1
1.075195,-0.04052734,-0.08837891,0.1755725,4.389313,1.610687,0,10
1.075195,-0.02734375,-0.08569336,0.129771,1.290076,1.19084,0,10
1.075195,-0.01123047,-0.04418945,0.2519084,1.862595,0.7862596,0,0
1.075195,-0.01123047,-0.04394531,0.2977099,1.633588,0.9694656,0,0
1.075195,-0.009033203,-0.03564453,0.2061069,1.625954,1.137405,0,0
1.075195,-0.008789063,-0.03710938,0.3587786,1.664122,1.167939,0,0
1.075195,-0.008544922,-0.03735352,0.2061069,1.664122,1.030534,0,0
1.075195,-0.0078125,-0.0324707,0.3664122,1.778626,1.175573,0,0
1.075195,-0.007568359,-0.06835938,0.1374046,1.816794,0.9236641,0,0
1.075195,-0.006835938,-0.03955078,0.1984733,1.541985,0.9389313,0,0
1.075195,-0.005126953,-0.03540039,0.2366412,1.572519,1.068702,0,0
1.075195,-0.004882813,-0.03759766,0.4656488,1.656489,1.167939,0,0
1.075195,-0.00390625,-0.03198242,0.3358779,1.679389,0.9770992,0,0
1.075195,-0.001464844,-0.04418945,0.3129771,1.70229,1.091603,0,0
1.074951,-0.02172852,-0.08984375,0.2366412,1.580153,1.236641,0,10
1.074951,-0.01391602,-0.03369141,0.5496183,1.725191,1.083969,0,0
1.074951,-0.01000977,-0.04199219,0.3282443,1.778626,1.061069,0,0
1.074951,-0.009765625,-0.04858398,0.2900764,1.656489,1.022901,0,0
1.074951,-0.009765625,-0.03540039,0.4427481,1.740458,1.122137,0,0
1.074951,-0.008300781,-0.0390625,0.3358779,1.625954,1.030534,0,0
1.074951,-0.007080078,-0.04077148,0.3053435,1.755725,1.152672,0,0
1.074951,-0.006347656,-0.04907227,0.4122138,1.51145,1.206107,0,0
1.074951,-0.006103516,-0.04077148,0.09923664,1.709924,1.21374,0,0
1.074951,-0.004638672,-0.0480957,0.2824428,1.618321,1.061069,0
1.074951,-0.004394531,-0.03637695,0.2061069,1.687023,0.9312977,0,1
1.074951,-0.004150391,-0.04077148,0.2442748,1.572519,0.9694656,0,0
1.074951,-0.002685547,-0.04516602,0.1374046,1.465649,1.061069,0,0
1.074951,-0.001953125,-0.03393555,0.3664122,1.572519,1.160305,0,0
1.074951,-0.001220703,-0.05371094,0.2213741,1.618321,0.9236641,0,0
1.074707,-0.01538086,-0.03027344,0.1679389,1.656489,1.152672,0,0
1.074707,-0.01489258,-0.04760742,0.4198473,1.48855,1.083969,0,0
1.074707,-0.01025391,-0.03320313,0.3740458,1.839695,1.099237,0,1
1.074707,-0.009765625,-0.04296875,0.2061069,1.694656,1.160305,0,0
1.074707,-0.008789063,-0.03369141,0.2137404,1.755725,1.0,0,0
1.074707,-0.008789063,-0.03076172,0.2137404,1.587786,1.10687,0,0
1.074707,0.004150391,-0.04589844,0.3816794,1.580153,1.21374,0,0
1.074707,-0.002685547,-0.05249023,0.1679389,1.885496,0.9847328,0,1
1.074463,-0.01196289,-0.03466797,0.2671756,1.717557,0.6335878,0
1.074463,-0.01025391,-0.03369141,0.3740458,1.687023,0.9541985,0,0
1.074463,-0.01025391,-0.03344727,0.1145038,1.755725,0.8625955,0,0
1.074463,-0.009033203,-0.04174805,0.2213741,1.580153,0.9312977,0,0
1.074463,-0.008300781,-0.03881836,0.3206107,1.633588,0.870229,0,0
1.074463,-0.007568359,-0.02099609,0.2213741,1.519084,0.9236641,0,1
1.074463,-0.007324219,-0.0378418,0.4045802,1.458015,1.083969,0,0
1.074463,-0.006835938,-0.04589844,0.3740458,1.419847,1.175573,0,0
1.074463,-0.006347656,-0.03613281,0.1603053,1.687023,1.038168,0,0
1.074463,0.0009765625,-0.05200195,0.1984733,1.748092,1.229008,0
1.074463,-0.0009765625,-0.0402832,0.3053435,1.450382,1.007634,0
1.074463,-0.0009765625,-0.02929688,0.2366412,1.694656,1.091603,0,0
1.074463,0.0007324219,-0.05004883,0.3435115,1.694656,1.083969,0,0
1.074219,-0.01269531,-0.03515625,0.3053435,1.656489,0.9847328,0,0
1.074219,-0.01147461,-0.01586914,0.259542,1.748092,1.030534,0,0
1.074219,-0.01049805,-0.03735352,0.2519084,1.519084,1.038168,0,0
1.074219,-0.009765625,-0.04174805,0.3435115,1.656489,1.061069,0,0
1.074219,-0.007324219,-0.05395508,0.2137404,2.145038,1.091603,0,0
1.074219,-0.007080078,-0.03735352,0.4503817,1.610687,1.0,0,0
1.074219,-0.006835938,-0.03662109,0.1832061,1.732824,0.9847328,0,0
1.074219,0.005615234,-0.03662109,0.1450382,1.572519,1.068702,0,0
1.074219,-0.004638672,-0.03808594,0.4351145,1.572519,1.19084,0,0
1.074219,-0.004394531,-0.04833984,0.2748091,1.564886,1.152672,0,0
1.074219,-0.004394531,-0.03735352,0.2977099,1.465649,1.21374,0,0
1.074219,0.002685547,-0.03662109,0.2442748,1.717557,0.9083969,0,0
1.074219,-0.001708984,-0.04125977,0.2671756,1.748092,1.175573,0,0
1.074219,-0.001464844,-0.04125977,0.3816794,1.59542,0.8473283,0,0
1.073975,-0.144043,-0.8168945,-86.13741,-7.580153,-21.19084,0,1
1.073975,-0.01660156,-0.03710938,0.3282443,1.793893,0.8244275,0,0
1.073975,-0.01489258,-0.03320313,0.1984733,1.541985,0.9770992,0,0
1.073975,-0.01123047,-0.03857422,0.2977099,1.641221,0.961832,0,0
1.073975,-0.009765625,-0.03881836,0.2748091,1.603053,1.061069,0,1
1.073975,-0.008789063,-0.04418945,0.2748091,1.618321,1.183206,0,0
1.073975,-0.008056641,-0.04589844,0.2290076,1.793893,0.9923664,0,0
1.073975,-0.008056641,-0.03979492,0.2366412,1.564886,1.061069,0,0
1.073975,-0.006103516,-0.04541016,0.2671756,1.70229,0.9847328,0,0
1.073975,-0.005859375,-0.03662109,0.3282443,1.664122,1.053435,0,0
1.073975,-0.005126953,-0.03344727,0.2137404,1.656489,1.229008,0,0
1.073975,-0.004882813,-0.03930664,0.3435115,1.625954,0.9465649,0,0
1.073975,-0.004394531,-0.04199219,0.4885496,1.679389,1.221374,0,0
1.073975,0.002441406,-0.03686523,0.3587786,1.877863,1.076336,0,0
1.07373,-0.02929688,-0.09179688,0.4580153,0.8167939,1.053435,0,10
1.07373,-0.02661133,-0.07104492,0.1832061,1.381679,0.9694656,0,10
1.07373,-0.01416016,-0.04077148,0.4885496,1.541985,1.091603,0,1
1.07373,-0.01220703,-0.04516602,0.3664122,1.587786,0.9541985,0,0
1.07373,-0.01220703,-0.03491211,0.2213741,1.748092,0.9083969,0,0
1.07373,-0.009277344,-0.05126953,0.1908397,1.59542,1.076336,0,0
1.07373,-0.008056641,-0.04125977,0.3053435,1.526718,1.022901,0,0
1.07373,-0.007568359,-0.03759766,0.3358779,1.671756,1.114504,0,0
1.07373,-0.007568359,-0.03686523,0.3969466,1.648855,1.114504,0,1
1.07373,-0.007324219,-0.0402832,0.4198473,1.503817,1.083969,0,1
1.07373,-0.006591797,-0.03515625,0.2824428,1.603053,0.9923664,0,0
1.07373,-0.006347656,-0.03613281,0.2366412,1.816794,1.160305,0,0
1.07373,-0.005859375,-0.04199219,0.2442748,1.740458,0.9923664,0
1.07373,-0.005615234,-0.03369141,0.2366412,1.618321,1.099237,0,0
1.07373,-0.005126953,-0.03100586,0.3206107,1.778626,1.030534,0,1
1.07373,-0.004638672,-0.04418945,0.1755725,1.732824,1.099237,0,0
1.07373,-0.00390625,-0.04052734,0.2442748,1.648855,1.145038,0
1.07373,-0.003417969,-0.03881836,0.3053435,1.534351,1.10687,0,0
1.07373,-0.003173828,-0.0402832,0.480916,1.740458,0.8244275,0,0
1.07373,-0.002929688,-0.03759766,0.2900764,1.70229,0.9541985,0,0
1.07373,-0.0007324219,-0.03930664,0.4961832,1.717557,1.038168,0,0
1.07373,-0.0004882813,-0.04882813,0.4351145,1.564886,1.152672,0,0
1.07373,0.0002441406,-0.03417969,0.519084,1.847328,1.030534,0,0
1.073486,-0.01538086,-0.0390625,0.4885496,1.503817,1.145038,0,0
1.073486,-0.01293945,-0.04150391,0.2671756,1.572519,1.152672,0,0
1.073486,-0.01196289,-0.03466797,0.3587786,1.633588,1.175573,0,0
1.073486,-0.01074219,-0.03637695,0.2213741,1.801527,1.122137,0,0
1.073486,-0.01049805,-0.03125,0.3282443,1.78626,1.160305,0,0
1.073486,-0.009765625,-0.03881836,0.2977099,1.671756,1.030534,0,0
1.073486,-0.009277344,-0.04956055,0.3816794,1.847328,0.9847328,0
1.073486,-0.007080078,-0.03393555,0.1832061,1.587786,1.099237,0,0
1.073486,-0.006347656,-0.03637695,0.2442748,1.671756,1.259542,0,0
1.073486,-0.005859375,-0.04931641,0.2442748,1.78626,1.045802,0,0
1.073486,-0.005615234,-0.04394531,0.1984733,1.709924,1.122137,0,0
1.073486,-0.005615234,-0.03759766,0.4274809,1.541985,1.083969,0,0
1.073486,0.004394531,-0.03491211,0.4045802,1.824428,0.9236641,0,0
1.073486,-0.004150391,-0.04345703,0.3587786,1.625954,1.175573,0,0
1.073486,-0.003417969,-0.03466797,0.2671756,1.816794,1.068702,0,0
1.073486,-0.002685547,-0.03540039,0.1755725,1.641221,0.9541985,0,0
1.073486,-0.0009765625,-0.04296875,0.3587786,1.641221,1.10687,0,0
1.073242,-0.01196289,-0.03393555,0.3282443,1.618321,1.10687,0,0
1.073242,-0.01123047,-0.03833008,0.3206107,1.580153,0.8015267,0,1
1.073242,-0.01025391,-0.03369141,0.2824428,1.656489,0.9236641,0,0
1.073242,-0.009521484,-0.04467773,0.351145,1.763359,0.9236641,0
1.073242,-0.008300781,-0.03686523,0.2824428,1.877863,0.9847328,0
1.073242,-0.007568359,-0.03320313,0.3587786,1.59542,1.053435,0,0
1.073242,-0.006835938,-0.03710938,0.2824428,1.748092,0.9770992,0,0
1.073242,-0.006103516,-0.03149414,0.3053435,1.664122,1.038168,0,0
1.073242,-0.005859375,-0.0480957,0.2977099,1.717557,1.122137,0,0
1.073242,-0.005859375,-0.03564453,0.259542,1.832061,1.061069,0,0
1.073242,-0.004638672,-0.04443359,0.3206107,1.656489,1.114504,0,0
1.073242,0.00390625,-0.03955078,0.351145,1.59542,1.0,0,0
1.073242,0.001708984,-0.06445313,0.03816794,1.992366,1.236641,0,0
1.072998,-0.02905273,-0.0769043,0.2748091,1.717557,0.9236641,0,10
1.072998,0.02172852,-0.04711914,0.5038168,1.709924,1.0,0,0
1.072998,-0.01416016,-0.05151367,0.5038168,1.801527,1.022901,0,0
1.072998,-0.01318359,-0.03710938,0.1450382,1.648855,1.10687,0
1.072998,-0.01147461,-0.03759766,0.5038168,1.19084,1.137405,0,0
1.072998,-0.01025391,-0.03564453,0.3587786,1.458015,1.129771,0,0
1.072998,-0.009765625,-0.04052734,0.3282443,1.80916,1.053435,0,0
1.072998,0.009277344,-0.04833984,0.2137404,1.931298,1.206107,0,0
1.072998,-0.008300781,-0.04223633,0.1908397,1.694656,0.870229,0,0
1.072998,-0.008056641,-0.04443359,0.259542,1.694656,0.870229,0,0
1.072998,-0.007568359,-0.04174805,0.2824428,1.580153,1.038168,0,0
1.072998,-0.007568359,-0.03466797,0.3587786,1.900763,1.038168,0,0
1.072998,-0.006835938,-0.04003906,0.3282443,1.778626,1.129771,0,1
1.072998,-0.006103516,-0.03173828,0.3053435,1.587786,1.053435,0,0
1.072998,-0.00390625,-0.04248047,0.2824428,1.694656,1.068702,0,0
1.072998,-0.00390625,-0.03759766,0.2442748,1.572519,0.961832,0,0
1.072998,-0.002685547,-0.03149414,0.3740458,1.89313,1.053435,0,10
1.072998,-0.002441406,-0.03466797,0.2748091,1.671756,1.091603,0,0
1.072998,0.0007324219,-0.04370117,0.2290076,1.679389,1.022901,0
1.072754,-0.02026367,-0.08129883,0.2748091,2.282443,1.419847,0,10
1.072754,-0.01074219,-0.0324707,0.3664122,1.633588,1.091603,0,0
1.072754,-0.009765625,-0.03759766,0.2366412,1.687023,0.9465649,0,0
1.072754,-0.009521484,-0.02954102,0.1221374,1.59542,1.160305,0,0
1.072754,-0.008544922,-0.046875,0.3358779,1.587786,1.152672,0
1.072754,-0.008544922,-0.046875,0.2671756,1.580153,1.030534,0,0
1.072754,-0.008544922,-0.03076172,0.1908397,1.847328,1.038168,0,0
1.072754,-0.008300781,-0.05517578,0.389313,1.610687,1.137405,0,0
1.072754,0.008300781,-0.04882813,0.4885496,1.80916,1.076336,0,0
1.072754,-0.0078125,-0.0390625,0.3587786,1.801527,1.083969,0,0
1.072754,-0.006347656,-0.04394531,0.1984733,1.587786,0.8854962,0,0
1.072754,-0.005859375,-0.04541016,0.2290076,1.618321,1.022901,0,0
1.072754,-0.005126953,-0.04174805,0.3816794,1.80916,0.9465649,0,0
1.072754,-0.005126953,-0.03051758,0.3435115,1.48855,1.114504,0,0
1.072754,-0.004882813,-0.04125977,0.2671756,1.59542,1.007634,0,0
1.072754,-0.003662109,-0.04223633,0.389313,1.557252,1.038168,0,0
1.072754,-0.002929688,-0.04150391,0.351145,1.541985,1.0,0,0
1.072754,-0.0004882813,-0.03222656,0.2442748,1.763359,1.114504,0,0
1.072754,0.0002441406,-0.05053711,0.3206107,1.78626,1.045802,0
1.07251,-0.01928711,-0.05053711,0.3053435,1.70229,1.229008,0,0
1.07251,-0.0144043,-0.04833984,0.3816794,1.694656,0.8625955,0,0
1.07251,-0.0144043,-0.0324707,0.2366412,1.732824,1.129771,0,0
1.07251,-0.01123047,-0.04711914,0.2748091,1.312977,0.9083969,0,0
1.07251,-0.01098633,-0.03369141,0.2900764,1.618321,1.045802,0,0
1.07251,-0.01025391,-0.04003906,0.2748091,1.748092,1.022901,0,0
1.07251,-0.009765625,-0.04174805,0.2290076,1.534351,1.099237,0,0
1.07251,-0.009765625,-0.0402832,0.3129771,1.778626,1.053435,0,0
1.07251,-0.009521484,-0.0402832,0.4045802,1.656489,1.045802,0,0
1.07251,-0.008789063,-0.05053711,0.1603053,1.709924,1.007634,0,0
1.07251,-0.008544922,-0.03833008,0.3206107,1.778626,1.038168,0
1.07251,-0.008300781,-0.03735352,0.351145,1.519084,1.015267,0,0
1.07251,-0.007080078,-0.04907227,0.2061069,1.778626,1.206107,0,0
1.07251,-0.006591797,-0.03295898,0.3816794,1.839695,1.122137,0,0
1.07251,-0.006103516,-0.04296875,0.2671756,1.656489,1.061069,0,0
1.07251,-0.006103516,-0.03857422,0.2519084,1.633588,1.129771,0,0
1.07251,-0.004882813,-0.05273438,0.1984733,1.664122,1.053435,0,0
1.07251,-0.004394531,-0.03662109,0.2366412,1.572519,1.022901,0,0
1.07251,-0.002441406,-0.02441406,0.1984733,1.717557,0.9007633,0,10
1.07251,-0.001708984,-0.02954102,0.2290076,1.755725,1.091603,0,0
1.07251,-0.0009765625,-0.02392578,0.09160305,1.679389,1.221374,0,1
1.07251,0.0007324219,-0.03808594,0.2137404,2.0,1.045802,0,1
1.072266,-0.03027344,-0.3566895,-105.9313,1.358779,-19.77863,0,1
1.072266,-0.02783203,-0.08007813,0.4274809,1.229008,0.9083969,0,10
1.072266,-0.01782227,-0.03515625,0.2061069,1.656489,0.9312977,0,0
1.072266,-0.01147461,-0.04711914,0.3282443,1.465649,0.8854962,0,0
1.072266,-0.01147461,-0.03564453,0.1603053,1.816794,1.083969,0,0
1.072266,0.01098633,-0.03808594,0.3129771,1.572519,0.9312977,0,0
1.072266,-0.009521484,-0.03344727,0.3053435,1.641221,1.045802,0,0
1.072266,-0.009033203,-0.04638672,0.2137404,1.870229,0.9847328,0,1
1.072266,-0.009033203,-0.02392578,0.1221374,1.610687,0.9770992,0,0
1.072266,-0.008056641,-0.046875,0.2137404,1.679389,1.122137,0,0
1.072266,-0.0078125,-0.03808594,0.1374046,1.732824,1.076336,0,0
1.072266,-0.007324219,-0.03369141,0.2442748,1.603053,0.9465649,0,0
1.072266,-0.005126953,-0.03344727,0.08396947,1.633588,1.061069,0,0
1.072266,-0.004882813,-0.03564453,0.2213741,1.732824,0.9847328,0,0
1.072266,-0.004638672,-0.03808594,0.2977099,1.618321,0.9923664,0,0
1.072266,-0.004150391,-0.04394531,0.2213741,1.687023,1.022901,0,0
1.072266,-0.004150391,-0.02832031,0.2519084,1.618321,1.015267,0,0
1.072266,-0.002685547,-0.0390625,0.4122138,1.839695,0.8015267,0,0
1.072266,-0.002685547,-0.0324707,0.2519084,1.526718,1.160305,0,0
1.072266,-0.001953125,-0.03588867,0.4045802,1.534351,0.9160305,0
1.072021,-0.02270508,0.001708984,-0.007633588,1.496183,0.3129771,0,1
1.072021,-0.01391602,-0.03833008,0.2137404,1.740458,1.007634,0,0
1.072021,-0.01293945,-0.03833008,0.1908397,1.732824,1.022901,0,1
1.072021,-0.01293945,-0.03710938,0.4122138,1.778626,1.160305,0,0
1.072021,-0.01147461,-0.04516602,0.2442748,1.80916,0.9923664,0,0
1.072021,-0.01147461,-0.04443359,0.4503817,1.625954,1.10687,0,0
1.072021,-0.01074219,-0.03417969,0.351145,1.48855,0.9312977,0,0
1.072021,-0.01025391,-0.0324707,0.3129771,1.48855,1.007634,0,0
1.072021,-0.009521484,-0.04150391,0.2977099,1.717557,1.122137,0,0
1.072021,-0.008789063,-0.04443359,0.09160305,1.725191,0.961832,0,0
1.072021,-0.008544922,-0.04296875,0.1526718,1.664122,0.9541985,0,0
1.072021,-0.008544922,-0.03955078,0.2442748,1.854962,1.0,0,0
1.072021,-0.008056641,-0.03271484,0.2977099,1.732824,1.137405,0,0
1.072021,-0.007324219,-0.03857422,0.3206107,1.770992,1.045802,0,0
1.072021,-0.005859375,-0.04614258,0.3206107,1.839695,1.29771,0,0
